"id","l3","rooms","bathrooms","surface_total","surface_covered","price","property_type","precio_en_miles"
"QEGEf62YYZqbP6yRTMXsnA==","Floresta",2,1,41,38,83000,"Departamento",83
"Cr+hCh8RdP3I39qFpz0MOA==","Recoleta",2,1,29,29,134000,"Departamento",134
"XSIK9vKeYHofNRerIDtP6g==","Recoleta",2,1,39,39,135000,"Departamento",135
"EM5mpP5krU4hmOk4HhVE8w==","Saavedra",2,1,48,44,135000,"Departamento",135
"7aYfGfg2M3V+8d5dr3ooow==","Balvanera",2,1,69,65,155000,"Departamento",155
"O6YsUCBM8sj80TPJ7ErNjw==","Colegiales",2,1,39,34,85000,"Departamento",85
"vgPwaTNV4Fezv42N+1YGhw==","Colegiales",2,1,38,38,105000,"Departamento",105
"ppWUrkA4lzK27AjOi8k1hw==","Parque Chas",2,1,50,47,165000,"Departamento",165
"2eLI6UgDf48sgIHX98wpEQ==","Barrio Norte",2,1,31,31,90000,"Departamento",90
"4C/ofSAsihKRPi5qhX9plw==","Villa Crespo",2,1,49,49,104500,"Departamento",104
"NaLx1/5fRIlFR5kI2P5qQw==","Villa Crespo",2,1,43,40,119000,"Departamento",119
"UUGtuKi/qEPj8JHOFwJ0qQ==","Villa Devoto",2,1,84,57,192000,"Departamento",192
"XkQymYb0giuTKwXIxRbytg==","Villa Devoto",2,1,62,40,140000,"Departamento",140
"f/NSvuwaksUCsaKdfe8ACw==","Villa Ortuzar",2,1,50,47,165000,"Departamento",165
"7UXo+onsdpkUg5jI+A0P6g==","Villa Urquiza",2,1,45,45,169000,"Departamento",169
"z1Dep3l4mLOPDZxzqa0FZA==","Velez Sarsfield",2,1,41,38,83000,"Departamento",83
"SITpzoQihKPsWmzXoEzcJQ==","Parque Chacabuco",2,1,48,40,105000,"Departamento",105
"Te7H8MxLdk10pveAHmts4w==","Parque Chacabuco",2,1,42,34,86000,"Departamento",86
"3NJlzXCa62ivgtmDKb57gA==","Parque Chacabuco",2,1,49,36,79000,"Departamento",79
"2dldva0CCHoFHYEneiuJyA==","Villa Pueyrredón",2,1,63,48,150000,"Departamento",150
"oT10aGPm12scx1tqmPoChg==","Almagro",3,1,60,60,125000,"PH",125
"6gEiYHixlokPDGKXZwrnZw==","Palermo",3,2,100,100,315000,"PH",315
"tH6aPRSAqn2EceTPPvq41A==","Palermo",3,2,100,100,315000,"PH",315
"/gZQ/vCMj6d4j2D+vZ93Cg==","Barracas",3,1,83,73,115000,"PH",115
"s6S88OUHVHOLUyB7HP4zug==","Saavedra",4,1,96,96,259000,"PH",259
"4r6rMtagstjoQKMrKM1SAw==","Caballito",3,1,100,91,180000,"PH",180
"G4V0UDDpsFnD2DJH5rigBQ==","Caballito",5,1,187,187,269900,"PH",270
"AECYl0Y5LQKq8ZNukc4sOQ==","Villa Real",3,2,110,77,190000,"PH",190
"6Suswh0odgqlYe91I9d7Xg==","Villa Crespo",3,1,68,68,175000,"PH",175
"0ayw1olLgKZkiUsruvWs8A==","Once",3,1,84,56,130000,"Departamento",130
"2ONl7kHfo3NLMIlGRMxVfQ==","Flores",3,2,83,58,209000,"Departamento",209
"E28xyXtZGiDhmN9vBADtAw==","Palermo",3,1,78,63,270000,"Departamento",270
"zYNz+c0rIdHkSzAFarMGnA==","Palermo",3,2,76,65,340000,"Departamento",340
"+Vo+Xo+UFXwV7xKTom7snw==","Palermo",3,1,70,66,194500,"Departamento",194
"Ujy5XPD0X6QyZZzWYHAKYg==","Palermo",3,2,75,62,255000,"Departamento",255
"a0Zd4sZPPHisXCihvoX2jg==","Belgrano",3,1,50,46,139000,"Departamento",139
"qQAGPy/bzJX2fkR6hw48SQ==","Belgrano",3,4,113,103,439000,"Departamento",439
"SmTqC7XPHVcEbjjHa5gz1A==","Belgrano",3,3,157,101,729000,"Departamento",729
"p/FhN+jLKtLKd5tH9rXsMQ==","Belgrano",3,2,68,68,255000,"Departamento",255
"EDHsXgcSpO8zGYAVYF9Yxg==","Recoleta",3,1,92,80,350000,"Departamento",350
"P9DPzwb1HdhVmTWYrYgpng==","Caballito",3,1,100,91,180000,"Departamento",180
"8AFft8g8czHQDo+fACC72g==","Caballito",3,1,50,49,150000,"Departamento",150
"iyxBQuGbouDG88fKUrIhMg==","Caballito",3,1,53,53,128000,"Departamento",128
"kilw8xF0bImT21KR5PzBeQ==","San Telmo",3,1,67,56,150000,"Departamento",150
"pqE1IQmRV8By+htaLzU1og==","Colegiales",3,2,70,56,185000,"Departamento",185
"emLu0SjadfNOrKknljuOZA==","Las Cañitas",3,4,113,103,439000,"Departamento",439
"0E/k7zoMi5m+yPIZ2hJNew==","Villa Crespo",3,1,58,56,128000,"Departamento",128
"pEKq0Ey8dHTLh7SbQrW+xA==","Villa Crespo",3,1,70,70,125000,"Departamento",125
"eg2hzsZH+m7pePERoR1dGA==","Parque Chacabuco",2,1,45,38,101000,"Departamento",101
"W4AEUZOijbFAE+cirhZtrg==","Villa Santa Rita",3,1,97,72,225000,"Departamento",225
"5hddYN+OjnnNt8NW1ShpRg==","Centro / Microcentro",3,1,52,47,92000,"Departamento",92
"EF0Ma+vfFIRaeOYaeHGGdA==","Flores",4,1,150,112,245000,"PH",245
"yyJFUiADuaR6WebmiqeQ6A==","Paternal",5,1,197,93,214900,"PH",215
"lC5YlQ8awXMqCd5iEYCtrA==","Villa Ortuzar",4,1,80,74,200000,"PH",200
"4I7PFymizibjGjlz8GESiA==","Villa del Parque",4,3,184,178,385000,"Casa",385
"Mm4VJXuf9oB3J9xLnWHe/w==","Retiro",5,3,133,133,370000,"Departamento",370
"gy4KGUjAF1ZHNsMHmvMYYQ==","Almagro",4,3,108,96,270000,"Departamento",270
"nTyHX8QuI2nNAmOzi5Qhuw==","Almagro",4,2,91,87,220000,"Departamento",220
"SI4OG8jqovUF1kPj7ie5gg==","Almagro",4,1,77,72,189000,"Departamento",189
"US4sCtMeU3+vP23A00oi7g==","Palermo",5,2,190,129,350000,"Departamento",350
"yDb7SiK2PKj+/kiIX7E62w==","Palermo",4,2,77,70,239000,"Departamento",239
"kAn/UU0+Ywjq80HElPPeZw==","Palermo",4,1,85,85,260000,"Departamento",260
"/LRIWqkjQPtoNb7waL3y3w==","Palermo",4,2,100,100,252000,"Departamento",252
"LvCxBOu6fuJOV/WHMawhhg==","Belgrano",4,1,91,81,290000,"Departamento",290
"vSdsEn+eQNDIW3bIrS/a7g==","Belgrano",4,3,180,171,790000,"Departamento",790
"akE524gsiVhP6Y2yte0kkA==","Recoleta",4,2,85,76,280000,"Departamento",280
"ayfP2xXK16uJnjT6jj9G/A==","Saavedra",4,2,94,94,195000,"Departamento",195
"mrdu4ppnqT6dtJMNruJaHA==","Caballito",4,2,128,120,613567,"Departamento",614
"Iyw1yRfnXKkCDn7QDjKZsA==","San Telmo",4,2,127,127,310000,"Departamento",310
"BJXzcMZmbVNPbzLQ6psvMg==","San Telmo",7,2,277,234,595000,"Departamento",595
"7wyCQWiivFQWo5YVQlLkDg==","Barrio Norte",4,1,78,75,215000,"Departamento",215
"xfjUuizB1jScS5YyZ83xsA==","Parque Centenario",4,2,111,95,210000,"Departamento",210
"3XDUvSHzhQwRuOLGpWI5AQ==","Belgrano",5,3,170,170,580000,"Departamento",580
"kjWY/MixDYny1oilKgdN6Q==","Villa Crespo",5,2,202,123,224000,"Departamento",224
"PS8qp5BOoUvLIAFFmt9hdA==","Retiro",6,4,317,288,850000,"Departamento",850
"vfyJEJhVaxvt9srobcD6Pg==","Almagro",1,1,40,40,110000,"Casa",110
"BJiSENeIPHq9MbWKTVT4tQ==","Belgrano",3,2,360,300,900000,"Casa",900
"6ZCiYfeTY5RY0ASjomnVAg==","Chacarita",3,1,76,70,199000,"Casa",199
"mn7N2KvGK3ef+aEr+UXnvQ==","Las Cañitas",3,2,360,300,900000,"Casa",900
"1uQqKny2FO9XCa8t6Ec/hQ==","Villa Devoto",3,2,125,80,249000,"Casa",249
"giQOFfq74IRDkfwysDAn8g==","Villa Pueyrredón",1,1,59,50,147000,"Casa",147
"+CvATQez2gmNzPxDT+rptw==","Boedo",1,1,42,40,99500,"Departamento",100
"eznF5Ctlmgalpmf8CPKIIw==","Abasto",1,1,43,39,94000,"Departamento",94
"L5ErxaPL6Sqyz5H3MrQNcg==","Flores",2,2,120,75,252000,"Departamento",252
"W9ipluIsUBNqvykNVTamVQ==","Almagro",1,1,26,26,70000,"Departamento",70
"+mf6G/tZcOk0cKNSYaKsqg==","Palermo",1,1,56,50,165000,"Departamento",165
"Y067MI1J8llh+BrQzid4aQ==","Palermo",5,3,220,220,795000,"Departamento",795
"hBkD6WVDZmY7oNpE8Mp4Ag==","Palermo",2,2,100,95,325000,"Departamento",325
"/+e/F67MwRc9IDK+z7pAJg==","Palermo",3,1,65,65,182000,"Departamento",182
"jRqtss0SSzXUfATiTFytzw==","Palermo",3,1,62,58,183000,"Departamento",183
"OFIU52oKHxR8Jj+V3YPGfw==","Palermo",5,4,240,240,770000,"Departamento",770
"oeIc/jh9e2HWQM0z9HzrIw==","Palermo",1,1,28,28,68000,"Departamento",68
"ysHFrOI4tO1iYKJ3T0PqVQ==","Palermo",1,1,25,25,84000,"Departamento",84
"WIAeCvC1xsLcjzzuRqlCHQ==","Palermo",1,1,35,35,175000,"Departamento",175
"JibPx2uRp9gmZlVQcOhbeQ==","Palermo",3,1,70,70,220000,"Departamento",220
"IpDB9XfZMvAbazOPu5CDCA==","Palermo",1,1,40,35,100700,"Departamento",101
"3VXt2F697vipsxB8cBHE2Q==","Belgrano",3,1,81,77,310000,"Departamento",310
"k5vLoPe2rmEYz2sGYlPwdA==","Belgrano",2,2,63,59,190000,"Departamento",190
"rg8fkajYuB+Etz8Uq0Wd2A==","Belgrano",6,4,300,300,855000,"Departamento",855
"yb5djQ/zeGAgIFOFDzZmwQ==","Belgrano",6,4,300,300,865000,"Departamento",865
"nfqsrPeaPDymf7Ux58j16g==","Belgrano",3,2,160,148,485000,"Departamento",485
"p/MUg9DruIYbiEOJnmwOWg==","Belgrano",4,2,178,170,780000,"Departamento",780
"WwafC2mVlD+P7HzQpJ/+yA==","Recoleta",1,1,27,27,75000,"Departamento",75
"t+bCU9zEUbMT/ADZyKsamA==","Recoleta",3,1,68,68,185000,"Departamento",185
"rQQ0dFlJ0J8vjndTX5OzeQ==","Recoleta",2,1,58,53,209000,"Departamento",209
"WSoO5y/gb912ukPflsbW9w==","Recoleta",2,1,43,41,165000,"Departamento",165
"wlvX4gqurlx6K8Xx9dx6gw==","Recoleta",4,1,94,80,250000,"Departamento",250
"3IeUBRRP2yRjogp+sqj29w==","Recoleta",4,1,115,95,350000,"Departamento",350
"iiW/wtYazdDUhvoPdsM7CA==","Caballito",1,1,38,34,106000,"Departamento",106
"2z4WpsAu2cxXbeajlHJ74Q==","Caballito",3,1,66,57,142000,"Departamento",142
"z1GCWKVtWaI9bik28JCHsQ==","Caballito",3,1,67,60,235000,"Departamento",235
"7QFx9PEgdWfVkuB8+lH+jw==","Caballito",4,2,128,91,510000,"Departamento",510
"rf54nedrKz+ok4eL0b5yRA==","Caballito",1,1,37,34,102000,"Departamento",102
"5BGsPBDVDEDTibj4GddKaQ==","Caballito",1,1,38,34,101000,"Departamento",101
"H8dRs+0/7qZcSeVas0OYfw==","Caballito",2,1,50,47,135000,"Departamento",135
"zH1YHi8a0N/1sPZzBiSVkA==","Caballito",1,1,38,34,105000,"Departamento",105
"LX3bRremgKlje75UBCWlfA==","Caballito",1,1,56,52,139000,"Departamento",139
"pzcY7SSv4gOTx1/6YO3E3g==","Caballito",1,1,37,34,103000,"Departamento",103
"q2LtaN+h3HB5C+Ml5eEJZg==","Caballito",3,3,103,103,270000,"Departamento",270
"FDpOdyVlxFKO4Hz8sGyPQQ==","Caballito",1,1,37,34,101000,"Departamento",101
"TCF6WvBQHuhWiVG95fCRRQ==","Caballito",1,1,37,34,98500,"Departamento",98
"VMmu9ekhBqDcpsW1wPXxyw==","Caballito",1,1,38,34,104000,"Departamento",104
"2whKCwXDu4xy+7SNO+p6Cg==","San Telmo",1,1,36,32,75000,"Departamento",75
"lE1mfgO3M+DBA3rGrVpF6w==","Colegiales",3,2,76,66,305000,"Departamento",305
"TvuNpFgOROhDQdx/KFf6CQ==","Barrio Norte",1,1,34,29,120000,"Departamento",120
"h8PHXhnYfSCKinQYsHddag==","Barrio Norte",1,1,25,25,84000,"Departamento",84
"HKeeRFHtK+uJfJXdzXpVCg==","Villa Crespo",4,2,75,72,215000,"Departamento",215
"CJiXhQP9o+hWUpOglOGO2w==","San Cristobal",2,1,87,85,155000,"Departamento",155
"sesNXkMpBbTYqw/LIySNfg==","San Cristobal",4,1,72,62,150000,"Departamento",150
"kdzbXfFmKpe1lCDVBfTSbA==","San Cristobal",1,1,53,47,150000,"Departamento",150
"/Opcu9YM4V1gQ6cTp2mvfw==","Villa Urquiza",1,1,33,30,120000,"Departamento",120
"BBnt8pHvOCa++YksRgY/jQ==","Villa Urquiza",3,2,120,90,280000,"Departamento",280
"H5VHGGwBAv0Cfpp+c2w1mg==","Abasto",1,1,34,4,80000,"Departamento",80
"jgoq+EqxdYmNkfO9rn7Odg==","Flores",1,1,35,31,74000,"Departamento",74
"9SIXaHZ40oJsD3yqPSmhIg==","Almagro",1,1,34,4,80000,"Departamento",80
"2xRH47hKKSjHMMvnMqgHmg==","Villa Crespo",2,1,49,49,104000,"PH",104
"hcg1RmThEKoC+jg2myIP0A==","Boca",1,1,31,31,54900,"Departamento",55
"wVk3BJw8BYeGEGCBkraWUg==","Once",2,1,42,37,69000,"Departamento",69
"17rhd4a0bOS3lDVR3yBOSA==","Flores",2,1,48,45,109000,"Departamento",109
"nXCRqXuTxQJ8ApMO5dFRuw==","Nuñez",2,1,35,35,105000,"Departamento",105
"dP8gjSyrEo5k00yOBmM1eg==","Nuñez",1,1,32,29,135000,"Departamento",135
"dSkOecb92ISpub7sek1yiA==","Nuñez",2,1,34,34,110000,"Departamento",110
"29MIx5WkY8KoMM7T8oUZkg==","Almagro",2,1,50,45,145000,"Departamento",145
"HS78dfgGk8L6HyMuXeM+MA==","Almagro",3,2,62,58,230000,"Departamento",230
"S/khi0SYv9eK6/Rn6KX2kQ==","Almagro",2,1,69,65,155000,"Departamento",155
"4pqVyoNOoAz3DOOfkOAADw==","Almagro",2,1,56,50,143000,"Departamento",143
"VNITSUSXgO284N9WCTBbCw==","Liniers",2,1,49,43,116000,"Departamento",116
"ihsGBIy01o+xcCEIPE7ojQ==","Palermo",2,1,112,56,204000,"Departamento",204
"wap+6uezHZ+84iZliHsV/w==","Palermo",1,1,35,31,185000,"Departamento",185
"6N84mNAdCg2NGoD8vSEluQ==","Palermo",1,1,37,33,165000,"Departamento",165
"hDxdvGzzgr84spkOPFNdcQ==","Palermo",2,2,48,40,193000,"Departamento",193
"VCOTsuUxRVvhFzwd9orQWA==","Palermo",1,1,34,33,155000,"Departamento",155
"Os8pCR4sWyXfcQbh9nLBaw==","Palermo",2,2,48,40,193000,"Departamento",193
"doopoyoRvUDtjxB1GVCHRQ==","Palermo",2,1,67,40,145000,"Departamento",145
"18OxBNUjCTfJRVnWlW+qAw==","Palermo",2,1,65,37,165000,"Departamento",165
"5elFCsEt9aRaWNqEO8NwTQ==","Palermo",2,1,39,39,115000,"Departamento",115
"njDvhaeyqiLNqofC0Ss89w==","Palermo",1,1,42,39,175000,"Departamento",175
"ZjV8GRDKk8l9Xpn1scH2jQ==","Barracas",2,1,40,40,100000,"Departamento",100
"Ich08orYmQaCKbFjjo5c8w==","Belgrano",2,2,66,50,239800,"Departamento",240
"dZkxDGs1T0fUubSBe5O4EA==","Belgrano",1,1,40,38,150000,"Departamento",150
"RsvMRJ1NbU0N6ENuN4w6Gw==","Belgrano",2,1,26,26,93000,"Departamento",93
"wW3AsOwatwlaLhum6KoDhQ==","Recoleta",2,1,35,35,150000,"Departamento",150
"3+BoAav2tK8q2Iuqs9HSbQ==","Recoleta",2,2,52,46,205000,"Departamento",205
"Mu1IUx8AVVEaT5K2OQU2AQ==","Recoleta",2,1,38,38,138000,"Departamento",138
"aRQJVUzZmTnR8iywyZNL/g==","Recoleta",1,1,32,32,145000,"Departamento",145
"2HqulbyIiL3djE5B3y+AJg==","Recoleta",2,1,34,34,112000,"Departamento",112
"0XDy2YAKp6hyfubBqOwKOg==","Recoleta",1,1,42,40,155000,"Departamento",155
"526m0EijVR8DSscOOdmymw==","Recoleta",2,2,95,65,360000,"Departamento",360
"P35v9YEToh9sNNG3dAVMKg==","Balvanera",2,1,63,48,135000,"Departamento",135
"yW6aFPsuhqanjoEyUPVnfA==","Balvanera",1,1,25,25,65000,"Departamento",65
"k9Rtis0LMsDr4hfwiMWeGw==","Caballito",2,1,48,48,124000,"Departamento",124
"ORZDjLpQQFieBbqqrwfPKw==","San Telmo",2,1,48,48,99000,"Departamento",99
"n0bQOKjucsh8dbGjKWdFMw==","Colegiales",2,1,26,26,93000,"Departamento",93
"mS6Y+Ogu2b3vuebgbflFrA==","Colegiales",2,1,41,38,140000,"Departamento",140
"orRInOOuYTwAor+LL/zs7Q==","Barrio Norte",2,1,50,44,183000,"Departamento",183
"Xy6dbZg5mBMcTwA9fNQcoQ==","Las Cañitas",2,1,48,48,140000,"Departamento",140
"y7TEdb/YgXX0Ngy08VWQzA==","Villa Crespo",2,2,63,60,170000,"Departamento",170
"UEQtPpYVn9prFNUN5Win5g==","Villa Crespo",2,1,53,43,125000,"Departamento",125
"A289C3hUG8hrkb06ptz+Lg==","Villa Crespo",2,1,38,35,84102,"Departamento",84
"vnJnVcUfilz7ULvyP/XK/Q==","Villa Crespo",2,1,62,48,110000,"Departamento",110
"ehztWkUgySvEV9IEGd0lVg==","Villa Crespo",2,1,37,37,85000,"Departamento",85
"X0w8V9U9h1ay0rn5u5CQnQ==","Villa Urquiza",2,1,35,35,107000,"Departamento",107
"hUKNxmlhSkpGYrQqqzrVwg==","Villa Urquiza",2,1,69,57,139000,"Departamento",139
"eRbw1d8Z3bCGLepvOlModQ==","Velez Sarsfield",1,1,44,40,85000,"Departamento",85
"+ow6GUOh96YM3PE+wXI3og==","Villa del Parque",2,1,45,40,127000,"Departamento",127
"2y83myjVJV3+ct67nfskXg==","Parque Centenario",2,1,56,50,143000,"Departamento",143
"nQgXlgI8vz0vA2RgwMI8gg==","Villa Crespo",3,2,200,150,580000,"PH",580
"hAuerRjnY3Gy6ujUsxkOgA==","Once",3,2,125,84,230000,"Departamento",230
"mVC0DvA66gRctChq/nJjTA==","Boedo",3,1,81,65,111000,"Departamento",111
"JI7seemMdH8kbdWHBcevwQ==","Flores",3,2,74,66,189000,"Departamento",189
"bBq5vVB7lImFxZHXeHgpBQ==","Almagro",3,2,96,89,195000,"Departamento",195
"bcFbmlKOTZ1hlfaCyY1Cdw==","Almagro",3,2,87,77,173000,"Departamento",173
"lOdlBMOwCrGgrAOe2n3tpw==","Almagro",3,2,90,83,290000,"Departamento",290
"Y8Fzmoarofi/Z6STliLg5g==","Almagro",3,1,55,45,120000,"Departamento",120
"wAMxwUpvHuKeoi6vcKsXoA==","Almagro",3,2,65,60,217000,"Departamento",217
"bk8hsRlT3UHApYf54eTaLQ==","Almagro",3,3,85,57,185000,"Departamento",185
"EZ1yKJ2gCrXiwA8iGouAjg==","Almagro",3,1,45,35,105000,"Departamento",105
"SMzIcffhwjIgx+iBNh8BsA==","Palermo",3,1,63,58,290000,"Departamento",290
"scHaxuFWxerU37P3yZrinA==","Palermo",3,1,48,48,152000,"Departamento",152
"DxEMcKUzcsdlSlhdOxN9kQ==","Palermo",3,1,80,75,149000,"Departamento",149
"vZk3+pjMswf8ShrmvnSY5w==","Palermo",3,1,69,59,285000,"Departamento",285
"L8zCMu6AhBo9fuoU3ocOlQ==","Palermo",3,2,92,90,286000,"Departamento",286
"3CnQJXa1MURwyjdD8DSQTg==","Palermo",3,1,48,48,152000,"Departamento",152
"vaDwSm2zmMy0SP65/+FBQQ==","Belgrano",3,1,71,61,175000,"Departamento",175
"bpEDvtbqMTUAUaCliH5rRA==","Belgrano",3,2,89,89,340000,"Departamento",340
"H6cVx5huBgeZApIzYUiTJA==","Belgrano",3,2,78,78,245000,"Departamento",245
"jZYorw7qh6VuLfrR/n8VZg==","Belgrano",3,3,140,140,470000,"Departamento",470
"b9BQ+BGd8/7eVh63xQtgTg==","Recoleta",3,1,70,65,275000,"Departamento",275
"iieH1WQx9mNah/aYZxqH3Q==","Recoleta",3,2,66,66,205000,"Departamento",205
"uBFNFSaXFIDd1vbjJahqTw==","Caballito",3,2,89,77,206700,"Departamento",207
"W61mnBad6LRbjBk/fSx6TA==","Caballito",3,2,83,83,195000,"Departamento",195
"gBowaY4a+dAGa/BbYHDBbA==","Colegiales",3,2,94,85,340000,"Departamento",340
"X9eKDnDm4L0RvF6v/fP7gw==","Parque Chas",3,2,82,70,175000,"Departamento",175
"phrq/tuXSqS0DZDyqBdTzA==","Barrio Norte",4,2,78,78,185000,"Departamento",185
"wSSOoXepHoGqOGN9NoryQg==","Las Cañitas",3,3,143,120,490000,"Departamento",490
"5/mPEj2Aefxh1gI+CJlupA==","Villa Crespo",3,2,63,60,170000,"Departamento",170
"6qjp9QWHHR9MCwj4SWiP0Q==","Villa Crespo",3,1,75,55,149000,"Departamento",149
"bTXRsdEQpOPViIAOjw9yMA==","Villa Crespo",3,1,75,55,149000,"Departamento",149
"OX9HCUxCvbzMWn/sI9XUtQ==","San Cristobal",3,1,60,60,115000,"Departamento",115
"Hgze/syWFPUPc0DFny8rgg==","Villa Urquiza",3,2,80,75,268000,"Departamento",268
"NTqAmFDn31+l3s+JDt++ng==","Parque Centenario",3,1,69,63,155000,"Departamento",155
"LjXSHdFmw8OEHF5Cor2Lpw==","Almagro",4,2,102,102,255000,"PH",255
"VdwizsyEWXs4aooDgDvhMQ==","Barracas",4,1,165,77,158000,"PH",158
"jLv0p9T3LZv2miqSv0Kw8A==","Floresta",4,3,166,133,295000,"PH",295
"Y6IiDUEufbGdAhoNx/RZ0w==","Palermo",4,4,185,185,850000,"Departamento",850
"jDFU3zJakONXbrP3xvJ8UQ==","Palermo",5,3,223,200,980000,"Departamento",980
"E+JlA760LlAXnkcfc7Xa2Q==","Palermo",4,2,160,160,440000,"Departamento",440
"o4havk1Mro/sCjOBioGrAA==","Palermo",4,3,273,107,384000,"Departamento",384
"Ux7XmX/gOmu5aRLH9VHAng==","Palermo",4,3,150,130,385000,"Departamento",385
"Tmlm++JbN5znoSa4skeyBQ==","Palermo",4,2,126,115,450000,"Departamento",450
"6LWyCHdYRSUB9aoBKqcXGw==","Palermo",4,2,99,92,385000,"Departamento",385
"nGCDNYrSpPqPW3BNOo7VuQ==","Palermo",4,3,140,120,595000,"Departamento",595
"RbyAnO8qijcnUJR3iLdGQw==","Belgrano",4,2,98,93,295000,"Departamento",295
"1w8j+OPKhoJG7AlV0zfXBw==","Belgrano",5,3,223,200,980000,"Departamento",980
"tYdJeXSavnMLdksyPZaZeA==","Belgrano",4,2,89,80,250000,"Departamento",250
"uL6MUOy3Shh5tGpf0AlLAQ==","Belgrano",4,2,87,83,397000,"Departamento",397
"VEbfj+eQTllfgYWDNNpeng==","Belgrano",4,2,89,80,230000,"Departamento",230
"j2lg3OksaqREc62/L8lVSQ==","Recoleta",5,2,154,152,550000,"Departamento",550
"ERgxLtGMCFjSDS9bh5xJ7A==","Recoleta",5,3,213,213,595000,"Departamento",595
"FG/HsX8jrJWyhBX5tSAVQA==","Recoleta",5,2,180,180,620000,"Departamento",620
